2ndFlrSF,BedroomAbvGr,BsmtFinSF1,GarageArea,GrLivArea,OverallQual,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,SalePrice
1.2135946255658314,0.15389519340718963,0.5754248369676035,0.35100032086652694,0.3703334392167798,0.6514792433257054,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,208500.0
-0.7567457049433843,0.15389519340718963,1.171992119373828,-0.060731012615303295,-0.48251191458524123,-0.07183611428306244,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,181500.0
1.2412809065565933,0.15389519340718963,0.09290718208021594,0.6317262300586839,0.5150125617367655,0.6514792433257054,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,223500.0
-0.7567457049433843,0.15389519340718963,-0.49927357619066876,0.7908042452675729,0.3836591478699364,0.6514792433257054,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,140000.0
-0.7567457049433843,1.4161816112414418,0.4635684715164364,1.6984846849888804,1.299325699608267,1.3747946009344731,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,250000.0
0.549123881787548,-2.3706776422613145,0.632449650727022,0.03284429044874903,-0.2921446481115758,-0.7951514718918303,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,143000.0
-0.7567457049433843,0.15389519340718963,2.029557587832776,0.7627316543483571,0.33987467658099335,1.3747946009344731,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,307000.0
1.511222146216521,0.15389519340718963,0.9109939333211048,0.05155935106155949,1.0937290518167084,0.6514792433257054,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,200000.0
0.9782612371443561,-1.1083912244270624,-0.9730181828073765,-0.023300891389682367,0.49216848975992566,0.6514792433257054,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,129900.0
-0.7567457049433843,-1.1083912244270624,0.8934478367797453,-1.2538161266819705,-0.8346913575615222,-0.7951514718918303,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,118000.0
-0.7567457049433843,0.15389519340718963,1.014077250501592,-0.41631716425870213,-0.9051272461567784,-0.7951514718918303,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,129500.0
1.878065369344115,1.4161816112414418,1.215857360727227,1.2306081696686189,1.5391884553650854,2.0981099585432412,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,345000.0
-0.7567457049433843,-1.1083912244270624,0.6434159610653717,-0.5660376491611858,-1.1487973472430701,-0.7951514718918303,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,144000.0
-0.7567457049433843,0.15389519340718963,-0.9730181828073765,1.7171997456016908,-0.04085985636633749,0.6514792433257054,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,279500.0
-0.7567457049433843,0.15389519340718963,0.634642912794692,-0.5660376491611858,-0.4996449685678711,-0.07183611428306244,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,157000.0
-0.7567457049433843,-1.1083912244270624,-0.9730181828073765,0.4820057451562002,-1.259210361797796,0.6514792433257054,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,132000.0
-0.7567457049433843,-1.1083912244270624,0.2946872923058507,0.03284429044874903,-0.973659462087298,-0.07183611428306244,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,149000.0
-0.7567457049433843,-1.1083912244270624,-0.9730181828073765,0.20127983596404322,-0.417787043984195,-1.518466829500598,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,90000.0
-0.7567457049433843,0.15389519340718963,0.4438291129074069,0.4820057451562002,-0.7642554689662661,-0.7951514718918303,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,159000.0
-0.7567457049433843,0.15389519340718963,0.1323858992982749,-0.8374060280469375,-0.3359291194005189,-0.7951514718918303,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,139000.0
2.0534118156189396,1.4161816112414418,-0.9730181828073765,1.7780236925933248,1.6381794339313913,1.3747946009344731,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,325300.0
-0.7567457049433843,0.15389519340718963,-0.9730181828073765,-0.9029087401917743,-0.775677504954686,0.6514792433257054,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,139400.0
-0.7567457049433843,0.15389519340718963,-0.9730181828073765,0.2854976087216903,0.5321456157193953,1.3747946009344731,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,230000.0
-0.7567457049433843,0.15389519340718963,0.8693219540353758,0.46329068454338973,-0.8670537928620453,-0.7951514718918303,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,129900.0
-0.7567457049433843,0.15389519340718963,-0.5606849140854272,-0.9496963917238004,-0.8670537928620453,-0.7951514718918303,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,154000.0
-0.7567457049433843,0.15389519340718963,-0.9730181828073765,1.9511380032618217,0.16092944609574783,1.3747946009344731,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,256300.0
-0.7567457049433843,0.15389519340718963,-0.4597948589726098,0.4820057451562002,-1.17164141921991,-0.7951514718918303,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,134800.0
-0.7567457049433843,0.15389519340718963,1.6983750156146145,1.399043715183913,0.35891140322835985,1.3747946009344731,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,306000.0
-0.7567457049433843,-1.1083912244270624,1.8277774776071412,-0.7204368992168722,0.16092944609574783,-0.7951514718918303,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,207500.0
-0.7567457049433843,-2.3706776422613145,-0.9730181828073765,-1.0900593463198789,-1.8950370318198386,-1.518466829500598,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,68500.0
0.7844572702090234,0.15389519340718963,-0.9730181828073765,-1.0432716947878526,-0.37780991802472524,-1.518466829500598,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,40000.0
-0.7567457049433843,0.15389519340718963,-0.9730181828073765,-0.9450176265705977,-0.5472367851862875,-0.7951514718918303,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,149350.0
-0.7567457049433843,0.15389519340718963,-0.9730181828073765,0.05155935106155949,-0.5358147491978675,1.3747946009344731,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,179900.0
-0.7567457049433843,1.4161816112414418,1.2597226020806258,-0.12155495960693731,0.35129671256941325,-0.7951514718918303,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,165500.0
-0.7567457049433843,-1.1083912244270624,1.5558129812160681,0.3884304420921479,0.08668621217101834,2.0981099585432412,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,277500.0
2.2887452040404153,1.4161816112414418,-0.9730181828073765,1.020063737774501,1.782858556451377,1.3747946009344731,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,309000.0
-0.7567457049433843,0.15389519340718963,-0.9730181828073765,0.9311671998636514,-0.7966179042667891,-0.7951514718918303,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,145000.0
-0.7567457049433843,0.15389519340718963,1.6874087052762647,0.11706206320639612,-0.41588337131945835,-0.7951514718918303,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,153000.0
-0.7567457049433843,0.15389519340718963,0.6302563886593521,-1.0619867554006632,-0.8727648108562553,-0.7951514718918303,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,109000.0
-0.7567457049433843,0.15389519340718963,-0.9730181828073765,-2.2129629830885067,-0.6919159077062732,-1.518466829500598,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,82000.0
-0.7567457049433843,0.15389519340718963,0.43724932670439703,-0.15430631567935563,-0.36448420937156867,-0.07183611428306244,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,160000.0
-0.7567457049433843,-1.1083912244270624,1.1478662366294587,-0.7719033159021009,-0.35686951871262207,-0.7951514718918303,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,170000.0
-0.7567457049433843,-1.1083912244270624,0.6653485817420711,0.14513465412561183,-1.2021001818556964,-0.7951514718918303,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,144000.0
-0.7567457049433843,0.15389519340718963,-0.3589048038597924,-0.7719033159021009,-1.0993018579599172,-0.7951514718918303,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,130250.0
-0.7567457049433843,0.15389519340718963,-0.5804242726944566,-0.8093334371277219,-0.6957232530357464,-0.7951514718918303,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,141000.0
-0.7567457049433843,-1.1083912244270624,0.027109320050117642,0.4820057451562002,0.45028769113571926,2.0981099585432412,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,319900.0
0.6990912371541744,-2.3706776422613145,1.990078870614717,0.9218096695572461,1.206045739036171,0.6514792433257054,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,239686.0
-0.7567457049433843,0.15389519340718963,-0.9203798931832978,1.6516970334568541,0.2675351153210005,1.3747946009344731,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,249700.0
0.8952023941720707,-1.1083912244270624,-0.9730181828073765,-2.2129629830885067,-0.12081410828527696,-1.518466829500598,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,113000.0
-0.7567457049433843,0.15389519340718963,0.7004407748247903,-0.4069596339522969,-1.066939422659394,-0.7951514718918303,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,127000.0
0.8029147908695313,0.15389519340718963,-0.5738444864914468,-0.39760210364589166,-0.08654800032001718,-0.07183611428306244,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,177000.0
-0.7567457049433843,0.15389519340718963,-0.9730181828073765,0.2574250178024746,-0.6462277637525935,-0.07183611428306244,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,114500.0
-0.7567457049433843,-1.1083912244270624,-0.7449189277697024,0.20127983596404322,-1.331549923057789,-0.7951514718918303,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,110000.0
-0.7567457049433843,-3.6329640600955666,2.9967861596752208,1.969853063874632,0.6216182309620182,2.0981099585432412,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,385000.0
-0.7567457049433843,0.15389519340718963,-0.13080554882211828,0.46329068454338973,-0.2959519934410491,-0.7951514718918303,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,130000.0
