1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
-0.9040212755941247,1.2914638830303158,0.13749967146234326,No,0.6792763069052903,GLQ,-0.9679361848636384,0.3854191648272093,RFn,1.0154553723110953,0.517712368657089,Gd,-2.1654731238739395,-0.27264500393693153,0.6432673024004336,0.2524637779086586,-0.5678912756551064,0.7351425773911452,-0.49969380822648307,1.0378549053601638,0.8738403952714672,0.5533336041358986
0.34646958189346044,-0.7621086970796086,0.13749967146234326,Gd,1.3398543103168403,ALQ,-0.6606887122467092,-0.06801044759218693,RFn,-0.10906168916656744,-0.5372891902195777,TA,-0.10748149319321916,0.556734154399749,-0.5731605672458472,-0.7446940137709248,2.246115429575703,-0.07057868415055177,0.5785696422565474,0.13008045585627134,-0.44876785117843726,0.09426995308476255
-0.7068995640689881,1.3203197038281131,0.13749967146234326,Mn,0.14498527473418352,GLQ,-0.3167549742426839,0.6945757187495248,RFn,0.9321578122016386,0.696685847395095,Gd,0.4701032368548412,-0.10676917226959545,0.43225430460465003,-0.05812635392596576,-0.5678912756551064,0.7351425773911452,-0.3297212446035423,0.9706123535450607,0.8248549046622115,0.8083689658309742
-0.5806184676231976,-0.7621086970796086,0.13749967146234326,No,-0.5107355374758111,ALQ,-0.07370846605317269,0.8697644326388371,Unf,0.8072114720374538,0.534196768014537,Gd,-0.13959834561398018,-0.5491047233824918,-0.5731605672458472,-0.17255429723345891,-0.5678912756551064,0.7351425773911452,-0.765275938887328,-1.920817374504375,-0.7426807948339716,-0.6113278809382798
-0.0138935469884299,-0.7621086970796086,1.471143101435448,Av,0.5554179312656247,GLQ,-0.18835304538784778,1.869370623654324,RFn,0.8905090321469104,1.666910495290601,Gd,0.8254982847246932,0.7779019299561973,1.5990320571225116,0.6284413059189933,-0.5678912756551064,1.5408638389328424,0.2678385493833588,0.9369910776375091,0.7268839234437,1.2589314381589412
-1.0888228801489401,0.5989241838831751,-2.5297871884838656,No,0.7424197925255119,GLQ,-1.1651248613192795,0.03504173704858494,Unf,0.5989675717638127,-0.3017977708274645,TA,0.8150328362037684,0.8331938738453093,-0.5731605672458472,-0.2542885424530969,-0.5678912756551064,-0.8762999456922488,-0.65904308662299,0.701642146284648,0.4819564703974214,-0.5603208085992647
1.6770411346881324,-0.7621086970796086,0.13749967146234326,Av,2.2894351902209436,GLQ,-0.5850232898858236,0.8388487772466054,RFn,1.0571041523658233,0.48003374155435097,Gd,0.1370742173693512,0.2802744349541889,0.581204655989909,0.18707638173294822,-0.5678912756551064,1.5408638389328424,1.70463787625853,1.0714761812677154,0.9718113764899786,2.2280658126002284
-0.13093456320647975,1.6016639566066393,0.13749967146234326,Mn,1.0508514338242871,ALQ,-0.8166053401418674,0.05565217397673931,Unf,-0.23400802933075215,1.4125797623471188,TA,0.24668205625336057,-0.0514772283804834,0.9163429466067415,2.5900631911903047,0.3701109594218299,0.7351425773911452,0.16691733973223774,0.029216628133616574,-0.5957243230062045,0.40881356584202244
-0.3927368363258017,1.046189406249037,-1.196143758510761,No,-1.035312187243807,Unf,0.87096286766455,-0.026789573735878175,Unf,-1.9832567916293382,0.6684268770680415,TA,,-1.0467322183845003,-0.5731605672458472,-0.7446940137709248,-0.5678912756551064,0.7351425773911452,-0.24473496279207194,-1.3828769599835498,-1.722390607019086,-0.7830516911462975
-0.22333536548388752,-0.7621086970796086,-1.196143758510761,No,1.031422669018065,GLQ,-0.9908651007305734,-1.3819258017620284,RFn,-1.6500665511915122,-0.9729483160949869,TA,,-1.1020241622736122,-0.5731605672458472,-0.6793066175952144,0.3701109594218299,-0.8762999456922488,-0.1411579318343424,-1.1139067527231372,-1.722390607019086,-0.985379744757724
